,initial-vals,decisions,info-levels,received-count,failed-count,key,is-correct-answer,reason
154,"[1, 1, 1]","[1, 0, 1]","[2, 1, 2]",11,19,"[2, 2, 2]",False,Agreement
155,"[1, 1, 1]","[0, 0, 0]","[2, 3, 3]",19,11,"[5, 5, 5]",True,-
156,"[1, 1, 1]","[0, 0, 0]","[3, 2, 2]",20,10,"[4, 4, 4]",True,-
157,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",16,14,"[2, 2, 2]",True,-
158,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",16,14,"[1, 1, 1]",True,-
159,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",15,15,"[5, 5, 5]",True,-
160,"[1, 1, 1]","[0, 0, 0]","[1, 0, 1]",11,19,"[4, None, 4]",True,-
161,"[1, 1, 1]","[0, 0, 1]","[2, 2, 3]",14,16,"[3, 3, 3]",False,Agreement
162,"[1, 1, 1]","[1, 1, 1]","[2, 1, 2]",13,17,"[1, 1, 1]",True,-
163,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[4, 4, 4]",True,-
164,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[1, 1, 1]",True,-
165,"[1, 1, 1]","[1, 1, 1]","[2, 3, 2]",14,16,"[1, 1, 1]",True,-
166,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",12,18,"[3, 3, 3]",True,-
167,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[2, 2, 2]",True,-
168,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",12,18,"[5, 5, 5]",True,-
169,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",15,15,"[1, 1, 1]",True,-
170,"[1, 1, 1]","[0, 0, 0]","[3, 3, 3]",22,8,"[4, 4, 4]",True,-
171,"[1, 1, 1]","[0, 0, 0]","[2, 3, 3]",17,13,"[4, 4, 4]",True,-
172,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",11,19,"[4, 4, 4]",True,-
173,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[5, 5, 5]",True,-
174,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",15,15,"[2, 2, 2]",True,-
175,"[1, 1, 1]","[1, 1, 1]","[2, 3, 3]",17,13,"[2, 2, 2]",True,-
176,"[1, 1, 1]","[1, 1, 1]","[3, 2, 2]",16,14,"[1, 1, 1]",True,-
177,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",18,12,"[3, 3, 3]",True,-
178,"[1, 1, 1]","[1, 0, 0]","[3, 2, 2]",18,12,"[3, 3, 3]",False,Agreement
179,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",18,12,"[2, 2, 2]",True,-
180,"[1, 1, 1]","[1, 1, 1]","[2, 2, 3]",21,9,"[1, 1, 1]",True,-
181,"[1, 1, 1]","[0, 1, 0]","[2, 3, 2]",14,16,"[3, 3, 3]",False,Agreement
182,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",11,19,"[3, 3, 3]",True,-
183,"[1, 1, 1]","[0, 0, 0]","[2, 1, 2]",16,14,"[4, 4, 4]",True,-
184,"[1, 1, 1]","[1, 1, 1]","[2, 1, 2]",15,15,"[1, 1, 1]",True,-
185,"[1, 1, 1]","[0, 0, 0]","[2, 3, 2]",19,11,"[4, 4, 4]",True,-
186,"[1, 1, 1]","[1, 1, 1]","[2, 2, 1]",11,19,"[1, 1, 1]",True,-
187,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[5, 5, 5]",True,-
188,"[1, 1, 1]","[1, 0, 1]","[3, 2, 3]",18,12,"[3, 3, 3]",False,Agreement
189,"[1, 1, 1]","[1, 1, 1]","[2, 1, 2]",9,21,"[1, 1, 1]",True,-
190,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",17,13,"[4, 4, 4]",True,-
191,"[1, 1, 1]","[1, 0, 0]","[3, 2, 2]",16,14,"[3, 3, 3]",False,Agreement
192,"[1, 1, 1]","[1, 1, 1]","[3, 3, 3]",24,6,"[1, 1, 1]",True,-
193,"[1, 1, 1]","[1, 1, 1]","[2, 2, 1]",14,16,"[1, 1, 1]",True,-
194,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",14,16,"[5, 5, 5]",True,-
195,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[4, 4, 4]",True,-
196,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",20,10,"[5, 5, 5]",True,-
197,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",13,17,"[4, 4, 4]",True,-
198,"[1, 1, 1]","[1, 1, 1]","[3, 2, 2]",15,15,"[2, 2, 2]",True,-
199,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",15,15,"[2, 2, 2]",True,-
200,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[5, 5, 5]",True,-
201,"[1, 1, 1]","[1, 1, 0]","[2, 2, 1]",16,14,"[2, 2, 2]",False,Agreement
202,"[1, 1, 1]","[0, 0, 0]","[2, 3, 2]",19,11,"[5, 5, 5]",True,-
203,"[1, 1, 1]","[1, 1, 1]","[2, 2, 1]",18,12,"[1, 1, 1]",True,-
204,"[1, 1, 1]","[0, 1, 1]","[0, 1, 1]",11,19,"[1, 1, 1]",False,Agreement
205,"[1, 1, 1]","[1, 1, 1]","[3, 2, 3]",17,13,"[2, 2, 2]",True,-
206,"[1, 1, 1]","[0, 0, 0]","[2, 3, 2]",15,15,"[4, 4, 4]",True,-
207,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",14,16,"[3, 3, 3]",True,-
208,"[1, 1, 1]","[1, 1, 1]","[3, 2, 2]",19,11,"[1, 1, 1]",True,-
209,"[1, 1, 1]","[1, 1, 1]","[1, 2, 2]",12,18,"[1, 1, 1]",True,-
210,"[1, 1, 1]","[1, 1, 1]","[2, 3, 2]",19,11,"[2, 2, 2]",True,-
211,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",17,13,"[4, 4, 4]",True,-
212,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",17,13,"[2, 2, 2]",True,-
213,"[1, 1, 1]","[0, 0, 0]","[2, 3, 2]",18,12,"[4, 4, 4]",True,-
214,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[5, 5, 5]",True,-
215,"[1, 1, 1]","[1, 1, 0]","[2, 2, 1]",12,18,"[2, 2, 2]",False,Agreement
216,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",14,16,"[1, 1, 1]",True,-
217,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",13,17,"[3, 3, 3]",True,-
218,"[1, 1, 1]","[0, 0, 1]","[1, 1, 2]",14,16,"[2, 2, 2]",False,Agreement
219,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",18,12,"[5, 5, 5]",True,-
220,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",12,18,"[2, 2, 2]",True,-
221,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",13,17,"[3, 3, 3]",True,-
222,"[1, 1, 1]","[0, 0, 0]","[0, 1, 0]",8,22,"[4, 4, 4]",True,-
223,"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",16,14,"[4, 4, 4]",True,-
224,"[1, 1, 1]","[1, 1, 1]","[3, 3, 2]",19,11,"[1, 1, 1]",True,-
225,"[1, 1, 1]","[0, 0, 0]","[1, 2, 2]",12,18,"[3, 3, 3]",True,-
226,"[1, 1, 1]","[0, 0, 0]","[0, 1, 1]",11,19,"[3, 3, 3]",True,-
227,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",14,16,"[3, 3, 3]",True,-
228,"[1, 1, 1]","[0, 0, 0]","[3, 3, 3]",15,15,"[4, 4, 4]",True,-
229,"[1, 1, 1]","[0, 0, 0]","[1, 1, 2]",14,16,"[3, 3, 3]",True,-
230,"[1, 1, 1]","[0, 0, 0]","[3, 2, 3]",19,11,"[4, 4, 4]",True,-
231,"[1, 1, 1]","[1, 1, 1]","[2, 3, 2]",17,13,"[1, 1, 1]",True,-
232,"[1, 1, 1]","[1, 0, 0]","[2, 1, 1]",12,18,"[2, 2, 2]",False,Agreement
233,"[1, 1, 1]","[0, 0, 0]","[2, 1, 2]",15,15,"[3, 3, 3]",True,-
234,"[1, 1, 1]","[0, 1, 0]","[2, 3, 2]",17,13,"[3, 3, 3]",False,Agreement
235,"[1, 1, 1]","[0, 0, 0]","[2, 3, 2]",17,13,"[4, 4, 4]",True,-
236,"[1, 1, 1]","[1, 1, 1]","[3, 2, 3]",15,15,"[1, 1, 1]",True,-
237,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",15,15,"[3, 3, 3]",True,-
238,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",19,11,"[5, 5, 5]",True,-
239,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",17,13,"[4, 4, 4]",True,-
240,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[3, 3, 3]",True,-
241,"[1, 1, 1]","[1, 0, 0]","[2, 1, 1]",11,19,"[2, 2, 2]",False,Agreement
242,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",18,12,"[2, 2, 2]",True,-
243,"[1, 1, 1]","[1, 0, 1]","[3, 2, 3]",20,10,"[3, 3, 3]",False,Agreement
244,"[1, 1, 1]","[0, 0, 0]","[1, 1, 2]",14,16,"[4, 4, 4]",True,-
245,"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",11,19,"[5, 5, 5]",True,-
246,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",12,18,"[2, 2, 2]",True,-
247,"[1, 1, 1]","[0, 0, 0]","[2, 2, 3]",17,13,"[5, 5, 5]",True,-
248,"[1, 1, 1]","[0, 0, 1]","[1, 1, 2]",10,20,"[2, 2, 2]",False,Agreement
249,"[1, 1, 1]","[1, 1, 1]","[1, 2, 2]",12,18,"[1, 1, 1]",True,-
250,"[1, 1, 1]","[1, 1, 1]","[4, 3, 3]",23,7,"[3, 3, 3]",True,-
251,"[1, 1, 1]","[0, 0, 0]","[3, 2, 3]",19,11,"[5, 5, 5]",True,-
252,"[1, 1, 1]","[0, 1, 1]","[2, 3, 3]",18,12,"[3, 3, 3]",False,Agreement
253,"[1, 1, 1]","[0, 0, 0]","[2, 3, 2]",20,10,"[4, 4, 4]",True,-
254,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",13,17,"[2, 2, 2]",True,-
255,"[1, 1, 1]","[1, 1, 1]","[2, 2, 3]",17,13,"[1, 1, 1]",True,-
256,"[1, 1, 1]","[0, 0, 0]","[2, 2, 2]",16,14,"[3, 3, 3]",True,-
257,"[1, 1, 1]","[0, 0, 0]","[2, 3, 2]",14,16,"[5, 5, 5]",True,-
258,"[1, 1, 1]","[0, 0, 0]","[2, 1, 1]",11,19,"[4, 4, 4]",True,-
259,"[1, 1, 1]","[0, 0, 0]","[2, 2, 1]",13,17,"[3, 3, 3]",True,-
260,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",16,14,"[1, 1, 1]",True,-
261,"[1, 1, 1]","[1, 1, 1]","[2, 2, 3]",14,16,"[2, 2, 2]",True,-
262,"[1, 1, 1]","[1, 1, 0]","[3, 3, 2]",19,11,"[3, 3, 3]",False,Agreement
263,"[1, 1, 1]","[0, 0, 0]","[1, 1, 2]",13,17,"[4, 4, 4]",True,-
264,"[1, 1, 1]","[1, 1, 1]","[2, 2, 2]",19,11,"[1, 1, 1]",True,-
